TITLE     = "Surface"
VARIABLES = "X"
"cp"
ZONE T="Slice: Y=0.348333"
 STRANDID=2, SOLUTIONTIME=664.516175
 I=797, J=1, K=1, ZONETYPE=Ordered
 DATAPACKING=POINT
 DT=(SINGLE SINGLE )
 1.000000000E+00 2.234618515E-01
 9.992378354E-01 2.228107303E-01
 9.949748516E-01 2.191498131E-01
 9.942127466E-01 2.166623175E-01
 9.899497628E-01 2.027568966E-01
 9.891875982E-01 2.008215338E-01
 9.849246144E-01 1.900008321E-01
 9.841625094E-01 1.883073747E-01
 9.798995256E-01 1.788331121E-01
 9.791373610E-01 1.772642732E-01
 9.748743773E-01 1.684886664E-01
 9.741122127E-01 1.670037806E-01
 9.698492289E-01 1.586946547E-01
 9.690871239E-01 1.573021561E-01
 9.648241401E-01 1.495105922E-01
 9.640619755E-01 1.481693387E-01
 9.597989917E-01 1.406664252E-01
 9.590368271E-01 1.393908262E-01
 9.547738433E-01 1.322524399E-01
 9.540117383E-01 1.310259402E-01
 9.497487545E-01 1.241624728E-01
 9.489865899E-01 1.229657084E-01
 9.447236061E-01 1.162663624E-01
 9.439615011E-01 1.151021793E-01
 9.396985173E-01 1.085895449E-01
 9.389363527E-01 1.074783877E-01
 9.346733689E-01 1.012592390E-01
 9.339112043E-01 1.001620069E-01
 9.296482205E-01 9.402102977E-02
 9.288861156E-01 9.293293208E-02
 9.246231318E-01 8.684122562E-02
 9.238609672E-01 8.581760526E-02
 9.195979834E-01 8.009088784E-02
 9.188358188E-01 7.908055931E-02
 9.145728350E-01 7.342588902E-02
 9.138107300E-01 7.244405150E-02
 9.095477462E-01 6.695003808E-02
 9.087855816E-01 6.601171941E-02
 9.045225978E-01 6.076189503E-02
 9.037604928E-01 5.982661620E-02
 8.994975090E-01 5.458914861E-02
 8.987353444E-01 5.368185416E-02
 8.944723606E-01 4.860623926E-02
 8.937101960E-01 4.772531614E-02
 8.894472122E-01 4.278961569E-02
 8.886851072E-01 4.189758375E-02
 8.844221234E-01 3.690842167E-02
 8.836599588E-01 3.606005386E-02
 8.793969750E-01 3.130772710E-02
 8.786348701E-01 3.046793304E-02
 8.743718863E-01 2.577087283E-02
 8.736097217E-01 2.493387461E-02
 8.693467379E-01 2.024701424E-02
 8.685845733E-01 1.944795623E-02
 8.643215895E-01 1.497638598E-02
 8.635594845E-01 1.418391149E-02
 8.592965007E-01 9.745047428E-03
 8.585343361E-01 8.956031874E-03
 8.542713523E-01 4.543169402E-03
 8.535091877E-01 3.796436824E-03
 8.492462039E-01 -3.882710880E-04
 8.484840989E-01 -1.172482851E-03
 8.442211151E-01 -5.559364334E-03
 8.434589505E-01 -6.322694477E-03
 8.391959667E-01 -1.060012821E-02
 8.384338617E-01 -1.133511961E-02
 8.341708779E-01 -1.544633508E-02
 8.334087133E-01 -1.621201821E-02
 8.291457295E-01 -2.050142363E-02
 8.283835649E-01 -2.120975964E-02
 8.241205812E-01 -2.516911365E-02
 8.233584762E-01 -2.587590367E-02
 8.190954924E-01 -2.983530983E-02
 8.183333278E-01 -3.053353913E-02
 8.140703440E-01 -3.444424644E-02
 8.133082390E-01 -3.510646895E-02
 8.090452552E-01 -3.881716728E-02
 8.082830906E-01 -3.951388225E-02
 8.040201068E-01 -4.341732711E-02
 8.032579422E-01 -4.413110763E-02
 7.989949584E-01 -4.812071845E-02
 7.982328534E-01 -4.880544171E-02
 7.939698696E-01 -5.264060944E-02
 7.932077050E-01 -5.329343677E-02
 7.889447212E-01 -5.694635585E-02
 7.881825566E-01 -5.762201175E-02
 7.839195728E-01 -6.140885130E-02
 7.831574678E-01 -6.207912415E-02
 7.788944840E-01 -6.582549959E-02
 7.781323195E-01 -6.650308520E-02
 7.738693357E-01 -7.030222565E-02
 7.731072307E-01 -7.097192854E-02
 7.688442469E-01 -7.471528649E-02
 7.680820823E-01 -7.532645017E-02
 7.638190985E-01 -7.875348628E-02
 7.630569339E-01 -7.941960543E-02
 7.587939501E-01 -8.314937353E-02
 7.580318451E-01 -8.382385224E-02
 7.537688613E-01 -8.759676665E-02
 7.530066967E-01 -8.824356645E-02
 7.487437129E-01 -9.186753631E-02
 7.479815483E-01 -9.250479937E-02
 7.437185645E-01 -9.607124329E-02
 7.429564595E-01 -9.672860801E-02
 7.386934757E-01 -1.004148424E-01
 7.379313111E-01 -1.010465175E-01
 7.336683273E-01 -1.045770273E-01
 7.329062223E-01 -1.052199751E-01
 7.286432385E-01 -1.088237390E-01
 7.278810740E-01 -1.094499603E-01
 7.236180902E-01 -1.129548103E-01
 7.228559256E-01 -1.135741174E-01
 7.185929418E-01 -1.170422137E-01
 7.178308368E-01 -1.176834926E-01
 7.135678530E-01 -1.212768480E-01
 7.128056884E-01 -1.219349727E-01
 7.085427046E-01 -1.256107092E-01
 7.077805996E-01 -1.262658387E-01
 7.035176158E-01 -1.299438328E-01
 7.027554512E-01 -1.305891424E-01
 6.984924674E-01 -1.341996789E-01
 6.977303028E-01 -1.348350793E-01
 6.934673190E-01 -1.383920908E-01
 6.927052140E-01 -1.390077919E-01
 6.884422302E-01 -1.424585730E-01
 6.876800656E-01 -1.431069225E-01
 6.834170818E-01 -1.467290074E-01
 6.826549172E-01 -1.473556459E-01
 6.783919334E-01 -1.508704126E-01
 6.776298285E-01 -1.515330523E-01
 6.733668447E-01 -1.552407742E-01
 6.726046801E-01 -1.559014171E-01
 6.683416963E-01 -1.595986038E-01
 6.675795913E-01 -1.602436751E-01
 6.633166075E-01 -1.638643593E-01
 6.625544429E-01 -1.645223200E-01
 6.582914591E-01 -1.681969762E-01
 6.575292945E-01 -1.688610464E-01
 6.532663107E-01 -1.725794822E-01
 6.525042057E-01 -1.732074022E-01
 6.482412219E-01 -1.767256409E-01
 6.474790573E-01 -1.773990989E-01
 6.432160735E-01 -1.811643839E-01
 6.424539089E-01 -1.818173528E-01
 6.381909251E-01 -1.854799986E-01
 6.374288201E-01 -1.861377656E-01
 6.331658363E-01 -1.898176074E-01
 6.324036717E-01 -1.904760301E-01
 6.281406879E-01 -1.941611916E-01
 6.273785830E-01 -1.948336065E-01
 6.231155992E-01 -1.986048073E-01
 6.223534346E-01 -1.992844343E-01
 6.180904508E-01 -2.030822933E-01
 6.173282862E-01 -2.037661374E-01
 6.130653024E-01 -2.075947970E-01
 6.123031974E-01 -2.082847506E-01
 6.080402136E-01 -2.121483386E-01
 6.072780490E-01 -2.128221244E-01
 6.030150652E-01 -2.165877819E-01
 6.022529602E-01 -2.172614485E-01
 5.979899764E-01 -2.210411578E-01
 5.972278118E-01 -2.217180282E-01
 5.929648280E-01 -2.255079895E-01
 5.922026634E-01 -2.262271345E-01
 5.879396796E-01 -2.302448004E-01
 5.871775746E-01 -2.309535444E-01
 5.829145908E-01 -2.349276394E-01
 5.821524262E-01 -2.356250584E-01
 5.778894424E-01 -2.395289391E-01
 5.771272779E-01 -2.402403504E-01
 5.728642941E-01 -2.442173064E-01
 5.721021891E-01 -2.449227422E-01
 5.678392053E-01 -2.488777339E-01
 5.670770407E-01 -2.495935112E-01
 5.628140569E-01 -2.536067367E-01
 5.620519519E-01 -2.543657422E-01
 5.577889681E-01 -2.586054206E-01
 5.570268035E-01 -2.593256533E-01
 5.527638197E-01 -2.633620203E-01
 5.520016551E-01 -2.640770376E-01
 5.477386713E-01 -2.680886984E-01
 5.469765663E-01 -2.688258886E-01
 5.427135825E-01 -2.729411721E-01
 5.419514179E-01 -2.736991942E-01
 5.376884341E-01 -2.779431641E-01
 5.369263291E-01 -2.787054479E-01
 5.326633453E-01 -2.829803824E-01
 5.319011807E-01 -2.837509215E-01
 5.276381969E-01 -2.880618274E-01
 5.268760324E-01 -2.888232172E-01
 5.226130486E-01 -2.930786014E-01
 5.218509436E-01 -2.938574255E-01
 5.175879598E-01 -2.982222438E-01
 5.168257952E-01 -2.989995480E-01
 5.125628114E-01 -3.033592105E-01
 5.118006468E-01 -3.041127026E-01
 5.075376630E-01 -3.083184063E-01
 5.067755580E-01 -3.091316223E-01
 5.025125742E-01 -3.136845231E-01
 5.017504096E-01 -3.145055771E-01
 4.974874258E-01 -3.191064000E-01
 4.967252910E-01 -3.199288249E-01
 4.924623072E-01 -3.245356381E-01
 4.917001724E-01 -3.253700733E-01
 4.874371886E-01 -3.300319612E-01
 4.866750538E-01 -3.308579028E-01
 4.824120700E-01 -3.354806006E-01
