TITLE     = "Surface"
VARIABLES = "X"
"cp"
ZONE T="Slice: Y=0.971667"
 STRANDID=2, SOLUTIONTIME=664.516175
 I=797, J=1, K=1, ZONETYPE=Ordered
 DATAPACKING=POINT
 DT=(SINGLE SINGLE )
 1.000000000E+00 -2.288901657E-01
 9.973450303E-01 -3.035173416E-01
 9.949748516E-01 -3.687595427E-01
 9.923198819E-01 -4.203343987E-01
 9.899497628E-01 -4.655703902E-01
 9.872947931E-01 -4.985821843E-01
 9.849246144E-01 -5.277339816E-01
 9.822696447E-01 -5.477136970E-01
 9.798995256E-01 -5.660194159E-01
 9.772445560E-01 -5.759250522E-01
 9.748743773E-01 -5.857422948E-01
 9.722194076E-01 -5.885348320E-01
 9.698492289E-01 -5.924073458E-01
 9.671942592E-01 -5.901165605E-01
 9.648241401E-01 -5.895608068E-01
 9.621691704E-01 -5.841761231E-01
 9.597989917E-01 -5.807507038E-01
 9.571440220E-01 -5.734574795E-01
 9.547738433E-01 -5.682523251E-01
 9.521188736E-01 -5.599790812E-01
 9.497487545E-01 -5.536438823E-01
 9.470937848E-01 -5.447139144E-01
 9.447236061E-01 -5.376776457E-01
 9.420686364E-01 -5.287162066E-01
 9.396985173E-01 -5.214239359E-01
 9.370435476E-01 -5.128896832E-01
 9.346733689E-01 -5.058745146E-01
 9.320183992E-01 -4.977647364E-01
 9.296482205E-01 -4.909741282E-01
 9.269932508E-01 -4.834624529E-01
 9.246231318E-01 -4.771337807E-01
 9.219681621E-01 -4.695769846E-01
 9.195979834E-01 -4.630487561E-01
 9.169430137E-01 -4.562633038E-01
 9.145728350E-01 -4.503803253E-01
 9.119178653E-01 -4.441581070E-01
 9.095477462E-01 -4.387280941E-01
 9.068927765E-01 -4.327552319E-01
 9.045225978E-01 -4.274724722E-01
 9.018676281E-01 -4.220144451E-01
 8.994975090E-01 -4.172240794E-01
 8.968425393E-01 -4.121139050E-01
 8.944723606E-01 -4.075632393E-01
 8.918173909E-01 -4.027474821E-01
 8.894472122E-01 -3.984966278E-01
 8.867922425E-01 -3.943153620E-01
 8.844221234E-01 -3.905608654E-01
 8.817671537E-01 -3.865088224E-01
 8.793969750E-01 -3.828908503E-01
 8.767420053E-01 -3.790982366E-01
 8.743718863E-01 -3.756304383E-01
 8.717169166E-01 -3.722119331E-01
 8.693467379E-01 -3.691171408E-01
 8.666917682E-01 -3.657977879E-01
 8.643215895E-01 -3.627352118E-01
 8.616666198E-01 -3.595804870E-01
 8.592965007E-01 -3.567130268E-01
 8.566415310E-01 -3.537704349E-01
 8.542713523E-01 -3.510283530E-01
 8.516163826E-01 -3.479833603E-01
 8.492462039E-01 -3.452003300E-01
 8.465912342E-01 -3.427951336E-01
 8.442211151E-01 -3.405333161E-01
 8.415661454E-01 -3.381548524E-01
 8.391959667E-01 -3.359490633E-01
 8.365409970E-01 -3.335822523E-01
 8.341708779E-01 -3.313300312E-01
 8.315159082E-01 -3.293535709E-01
 8.291457295E-01 -3.274962306E-01
 8.264907598E-01 -3.252799511E-01
 8.241205812E-01 -3.231467605E-01
 8.214656115E-01 -3.211299181E-01
 8.190954924E-01 -3.192359507E-01
 8.164405227E-01 -3.173100650E-01
 8.140703440E-01 -3.154942691E-01
 8.114153743E-01 -3.133685291E-01
 8.090452552E-01 -3.113648593E-01
 8.063902855E-01 -3.096428812E-01
 8.040201068E-01 -3.080522418E-01
 8.013651371E-01 -3.064916730E-01
 7.989949584E-01 -3.049730659E-01
 7.963399887E-01 -3.034382463E-01
 7.939698696E-01 -3.019814789E-01
 7.913148999E-01 -3.004054427E-01
 7.889447212E-01 -2.988457680E-01
 7.862897515E-01 -2.974056602E-01
 7.839195728E-01 -2.960315049E-01
 7.812646031E-01 -2.945566773E-01
 7.788944840E-01 -2.930746973E-01
 7.762395144E-01 -2.916953266E-01
 7.738693357E-01 -2.903887033E-01
 7.712143660E-01 -2.891241014E-01
 7.688442469E-01 -2.878310978E-01
 7.661892772E-01 -2.862350047E-01
 7.638190985E-01 -2.847129703E-01
 7.611641288E-01 -2.837162912E-01
 7.587939501E-01 -2.827293277E-01
 7.561389804E-01 -2.816784084E-01
 7.537688613E-01 -2.806097865E-01
 7.511138916E-01 -2.794733942E-01
 7.487437129E-01 -2.783595026E-01
 7.460887432E-01 -2.772392929E-01
 7.437185645E-01 -2.760899961E-01
 7.410635948E-01 -2.749463916E-01
 7.386934757E-01 -2.738501728E-01
 7.360385060E-01 -2.726275921E-01
 7.336683273E-01 -2.713759243E-01
 7.310133576E-01 -2.703793645E-01
 7.286432385E-01 -2.693892717E-01
 7.259882689E-01 -2.684445977E-01
 7.236180902E-01 -2.674857378E-01
 7.209631205E-01 -2.663528025E-01
 7.185929418E-01 -2.652065754E-01
 7.159379721E-01 -2.642554343E-01
 7.135678530E-01 -2.633312047E-01
 7.109128833E-01 -2.624699473E-01
 7.085427046E-01 -2.615714371E-01
 7.058877349E-01 -2.605366409E-01
 7.035176158E-01 -2.595677674E-01
 7.008626461E-01 -2.587847114E-01
 6.984924674E-01 -2.579887807E-01
 6.958374977E-01 -2.571956813E-01
 6.934673190E-01 -2.563655674E-01
 6.908123493E-01 -2.554464340E-01
 6.884422302E-01 -2.545505762E-01
 6.857872605E-01 -2.537869513E-01
 6.834170818E-01 -2.529709339E-01
 6.807621121E-01 -2.518311143E-01
 6.783919334E-01 -2.507489324E-01
 6.757369637E-01 -2.502616346E-01
 6.733668447E-01 -2.497386485E-01
 6.707118750E-01 -2.491756082E-01
 6.683416963E-01 -2.485651374E-01
 6.656867266E-01 -2.478080243E-01
 6.633166075E-01 -2.471059263E-01
 6.606616378E-01 -2.463660240E-01
 6.582914591E-01 -2.456050515E-01
 6.556364894E-01 -2.450082153E-01
 6.532663107E-01 -2.444215417E-01
 6.506113410E-01 -2.436713129E-01
 6.482412219E-01 -2.429496199E-01
 6.455862522E-01 -2.425242066E-01
 6.432160735E-01 -2.420499325E-01
 6.405611038E-01 -2.413801551E-01
 6.381909251E-01 -2.407621443E-01
 6.355359554E-01 -2.402923852E-01
 6.331658363E-01 -2.398146391E-01
 6.305108666E-01 -2.393121868E-01
 6.281406879E-01 -2.387894839E-01
 6.254857183E-01 -2.383259535E-01
 6.231155992E-01 -2.378982902E-01
 6.204606295E-01 -2.374078780E-01
 6.180904508E-01 -2.369117290E-01
 6.154354811E-01 -2.366071641E-01
 6.130653024E-01 -2.363013774E-01
 6.104103327E-01 -2.359551936E-01
 6.080402136E-01 -2.356408238E-01
 6.053852439E-01 -2.352036387E-01
 6.030150652E-01 -2.347634137E-01
 6.003600955E-01 -2.344363779E-01
 5.979899764E-01 -2.341374755E-01
 5.953350067E-01 -2.337737679E-01
 5.929648280E-01 -2.334461063E-01
 5.903098583E-01 -2.333026528E-01
 5.879396796E-01 -2.331442237E-01
 5.852847099E-01 -2.330145985E-01
 5.829145908E-01 -2.329084724E-01
 5.802596211E-01 -2.327992916E-01
 5.778894424E-01 -2.327085435E-01
 5.752344728E-01 -2.325647920E-01
 5.728642941E-01 -2.324089706E-01
 5.702093244E-01 -2.322745025E-01
 5.678392053E-01 -2.321650088E-01
 5.651842356E-01 -2.320663035E-01
 5.628140569E-01 -2.320154309E-01
 5.601590872E-01 -2.321878076E-01
 5.577889681E-01 -2.323175520E-01
 5.551339984E-01 -2.322990298E-01
 5.527638197E-01 -2.322920263E-01
 5.501088500E-01 -2.322827131E-01
 5.477386713E-01 -2.323201001E-01
 5.450837016E-01 -2.325230688E-01
 5.427135825E-01 -2.326910794E-01
 5.400586128E-01 -2.328621894E-01
 5.376884341E-01 -2.330202907E-01
 5.350334644E-01 -2.331983596E-01
 5.326633453E-01 -2.334112972E-01
 5.300083756E-01 -2.336888909E-01
 5.276381969E-01 -2.339750826E-01
 5.249832273E-01 -2.342557013E-01
 5.226130486E-01 -2.344955504E-01
 5.199580789E-01 -2.348364890E-01
 5.175879598E-01 -2.351701856E-01
 5.149329901E-01 -2.355182171E-01
 5.125628114E-01 -2.359029949E-01
 5.099078417E-01 -2.362565994E-01
 5.075376630E-01 -2.365747839E-01
 5.048826933E-01 -2.370294183E-01
 5.025125742E-01 -2.374570817E-01
 4.998576045E-01 -2.380366325E-01
 4.974874258E-01 -2.386070639E-01
 4.948324561E-01 -2.391149849E-01
 4.924623072E-01 -2.396406680E-01
 4.898073375E-01 -2.403301895E-01
