TITLE     = "Surface"
VARIABLES = "X"
"cp"
ZONE T="Slice: Y=0.688333"
 STRANDID=2, SOLUTIONTIME=664.516175
 I=797, J=1, K=1, ZONETYPE=Ordered
 DATAPACKING=POINT
 DT=(SINGLE SINGLE )
 1.000000000E+00 2.058388591E-01
 9.959213138E-01 2.021908611E-01
 9.949748516E-01 2.013515234E-01
 9.908961654E-01 1.877142191E-01
 9.899497628E-01 1.845526397E-01
 9.858710766E-01 1.740832925E-01
 9.849246144E-01 1.716556400E-01
 9.808459282E-01 1.626182199E-01
 9.798995256E-01 1.605231613E-01
 9.758208394E-01 1.522225738E-01
 9.748743773E-01 1.502984613E-01
 9.707956910E-01 1.425114274E-01
 9.698492289E-01 1.407080293E-01
 9.657705426E-01 1.334707737E-01
 9.648241401E-01 1.317922026E-01
 9.607454538E-01 1.248655543E-01
 9.597989917E-01 1.232602000E-01
 9.557203054E-01 1.167246252E-01
 9.547738433E-01 1.152083725E-01
 9.506951571E-01 1.089571491E-01
 9.497487545E-01 1.075083613E-01
 9.456700683E-01 1.014693007E-01
 9.447236061E-01 1.000682637E-01
 9.406449199E-01 9.421749413E-02
 9.396985173E-01 9.286016971E-02
 9.356198311E-01 8.733492345E-02
 9.346733689E-01 8.605194092E-02
 9.305946827E-01 8.060066402E-02
 9.296482205E-01 7.933619618E-02
 9.255695343E-01 7.397311926E-02
 9.246231318E-01 7.272889465E-02
 9.205444455E-01 6.774258614E-02
 9.195979834E-01 6.658364087E-02
 9.155192971E-01 6.168095022E-02
 9.145728350E-01 6.054323539E-02
 9.104941487E-01 5.580548197E-02
 9.095477462E-01 5.470360443E-02
 9.054690599E-01 5.022258684E-02
 9.045225978E-01 4.918174818E-02
 9.004439116E-01 4.473019019E-02
 8.994975090E-01 4.369506985E-02
 8.954188228E-01 3.941087425E-02
 8.944723606E-01 3.841514140E-02
 8.903936744E-01 3.428898379E-02
 8.894472122E-01 3.332920372E-02
 8.853685260E-01 2.914889716E-02
 8.844221234E-01 2.817661501E-02
 8.803434372E-01 2.424890921E-02
 8.793969750E-01 2.333501726E-02
 8.753182888E-01 1.946814917E-02
 8.743718863E-01 1.856802031E-02
 8.702932000E-01 1.471701264E-02
 8.693467379E-01 1.382134389E-02
 8.652680516E-01 1.018482447E-02
 8.643215895E-01 9.339071810E-03
 8.602429032E-01 5.752762780E-03
 8.592965007E-01 4.917200189E-03
 8.552178144E-01 1.358435256E-03
 8.542713523E-01 5.294855800E-04
 8.501926661E-01 -2.792143729E-03
 8.492462039E-01 -3.565434366E-03
 8.451675177E-01 -7.089001127E-03
 8.442211151E-01 -7.909672335E-03
 8.401424289E-01 -1.131576486E-02
 8.391959667E-01 -1.210921165E-02
 8.351172805E-01 -1.535162423E-02
 8.341708779E-01 -1.610707864E-02
 8.300921917E-01 -1.951581798E-02
 8.291457295E-01 -2.031140029E-02
 8.250670433E-01 -2.340017259E-02
 8.241205812E-01 -2.412138134E-02
 8.200418949E-01 -2.721795253E-02
 8.190954924E-01 -2.793691121E-02
 8.150168061E-01 -3.096904419E-02
 8.140703440E-01 -3.167622164E-02
 8.099916577E-01 -3.453113884E-02
 8.090452552E-01 -3.519423306E-02
 8.049665689E-01 -3.820525482E-02
 8.040201068E-01 -3.890732303E-02
 7.999414206E-01 -4.202127829E-02
 7.989949584E-01 -4.274825752E-02
 7.949162722E-01 -4.569065943E-02
 7.939698696E-01 -4.637730122E-02
 7.898911834E-01 -4.917139560E-02
 7.889447212E-01 -4.982275516E-02
 7.848660350E-01 -5.271359161E-02
 7.839195728E-01 -5.338686332E-02
 7.798408866E-01 -5.624838918E-02
 7.788944840E-01 -5.691712350E-02
 7.748157978E-01 -5.982086062E-02
 7.738693357E-01 -6.049747393E-02
 7.697906494E-01 -6.335854530E-02
 7.688442469E-01 -6.402759254E-02
 7.647655606E-01 -6.659842283E-02
 7.638190985E-01 -6.719421595E-02
 7.597404122E-01 -7.004505396E-02
 7.587939501E-01 -7.071130723E-02
 7.547152638E-01 -7.362464070E-02
 7.537688613E-01 -7.430363446E-02
 7.496901751E-01 -7.704494148E-02
 7.487437129E-01 -7.768362015E-02
 7.446650267E-01 -8.040179312E-02
 7.437185645E-01 -8.103601635E-02
 7.396398783E-01 -8.383831382E-02
 7.386934757E-01 -8.448921889E-02
 7.346147895E-01 -8.714713901E-02
 7.336683273E-01 -8.776898682E-02
 7.295896411E-01 -9.052290022E-02
 7.286432385E-01 -9.116262197E-02
 7.245645523E-01 -9.380818903E-02
 7.236180902E-01 -9.442791343E-02
 7.195394039E-01 -9.705633670E-02
 7.185929418E-01 -9.766772389E-02
 7.145142555E-01 -1.003824249E-01
 7.135678530E-01 -1.010161638E-01
 7.094891667E-01 -1.038357764E-01
 7.085427046E-01 -1.044959053E-01
 7.044640183E-01 -1.073081940E-01
 7.035176158E-01 -1.079587489E-01
 6.994389296E-01 -1.107134596E-01
 6.984924674E-01 -1.113578901E-01
 6.944137812E-01 -1.140845418E-01
 6.934673190E-01 -1.147185043E-01
 6.893886328E-01 -1.173153147E-01
 6.884422302E-01 -1.179210618E-01
 6.843635440E-01 -1.206949875E-01
 6.834170818E-01 -1.213437170E-01
 6.793383956E-01 -1.240084022E-01
 6.783919334E-01 -1.246253327E-01
 6.743132472E-01 -1.274845153E-01
 6.733668447E-01 -1.281540841E-01
 6.692881584E-01 -1.310324222E-01
 6.683416963E-01 -1.317014545E-01
 6.642630100E-01 -1.344727725E-01
 6.633166075E-01 -1.351161897E-01
 6.592379212E-01 -1.379376352E-01
 6.582914591E-01 -1.385992765E-01
 6.542127728E-01 -1.414998323E-01
 6.532663107E-01 -1.421721131E-01
 6.491876245E-01 -1.448523551E-01
 6.482412219E-01 -1.454791278E-01
 6.441625357E-01 -1.484125257E-01
 6.432160735E-01 -1.490983516E-01
 6.391373873E-01 -1.519263089E-01
 6.381909251E-01 -1.525806785E-01
 6.341122389E-01 -1.554284692E-01
 6.331658363E-01 -1.560957581E-01
 6.290871501E-01 -1.589679420E-01
 6.281406879E-01 -1.596368402E-01
 6.240620017E-01 -1.625713706E-01
 6.231155992E-01 -1.632523984E-01
 6.190369129E-01 -1.662003100E-01
 6.180904508E-01 -1.668917835E-01
 6.140117645E-01 -1.699234098E-01
 6.130653024E-01 -1.706254929E-01
 6.089866161E-01 -1.736468375E-01
 6.080402136E-01 -1.743516028E-01
 6.039615273E-01 -1.772832423E-01
 6.030150652E-01 -1.779717505E-01
 5.989363790E-01 -1.809575707E-01
 5.979899764E-01 -1.816460788E-01
 5.939112902E-01 -1.845931262E-01
 5.929648280E-01 -1.852813661E-01
 5.888861418E-01 -1.884631217E-01
 5.879396796E-01 -1.892092079E-01
 5.838609934E-01 -1.923831999E-01
 5.829145908E-01 -1.931155473E-01
 5.788359046E-01 -1.961879134E-01
 5.778894424E-01 -1.969049126E-01
 5.738107562E-01 -2.000486553E-01
 5.728642941E-01 -2.007862329E-01
 5.687856078E-01 -2.039459944E-01
 5.678392053E-01 -2.046741545E-01
 5.637605190E-01 -2.078515887E-01
 5.628140569E-01 -2.085912526E-01
 5.587353706E-01 -2.119867057E-01
 5.577889681E-01 -2.127834409E-01
 5.537102818E-01 -2.160159796E-01
 5.527638197E-01 -2.167633772E-01
 5.486851335E-01 -2.199500948E-01
 5.477386713E-01 -2.206915021E-01
 5.436599851E-01 -2.239937484E-01
 5.427135825E-01 -2.247678488E-01
 5.386348963E-01 -2.281865925E-01
 5.376884341E-01 -2.289798260E-01
 5.336097479E-01 -2.324331403E-01
 5.326633453E-01 -2.332310528E-01
 5.285846591E-01 -2.366931438E-01
 5.276381969E-01 -2.375023961E-01
 5.235595107E-01 -2.409288585E-01
 5.226130486E-01 -2.417323887E-01
 5.185343623E-01 -2.452972978E-01
 5.175879598E-01 -2.461192310E-01
 5.135092735E-01 -2.496434599E-01
 5.125628114E-01 -2.504634261E-01
 5.084841251E-01 -2.538454235E-01
 5.075376630E-01 -2.546392679E-01
 5.034589767E-01 -2.583445609E-01
 5.025125742E-01 -2.592054009E-01
 4.984338582E-01 -2.629882097E-01
 4.974874258E-01 -2.638629079E-01
 4.934087396E-01 -2.676109672E-01
 4.924623072E-01 -2.684846222E-01
 4.883836210E-01 -2.723018825E-01
 4.874371886E-01 -2.731969655E-01
 4.833585024E-01 -2.769772708E-01
 4.824120700E-01 -2.778547108E-01
