TITLE     = "Surface"
VARIABLES = "X"
"cp"
ZONE T="Slice: Y=0.575"
 STRANDID=2, SOLUTIONTIME=664.516175
 I=797, J=1, K=1, ZONETYPE=Ordered
 DATAPACKING=POINT
 DT=(SINGLE SINGLE )
 1.000000000E+00 2.156345099E-01
 9.953517914E-01 2.115880996E-01
 9.949748516E-01 2.112613320E-01
 9.903267026E-01 1.959506422E-01
 9.899497628E-01 1.947091371E-01
 9.853015542E-01 1.829214245E-01
 9.849246144E-01 1.819647551E-01
 9.802764654E-01 1.717350036E-01
 9.798995256E-01 1.709055305E-01
 9.752513170E-01 1.614864320E-01
 9.748743773E-01 1.607221961E-01
 9.702261686E-01 1.518523544E-01
 9.698492289E-01 1.511332095E-01
 9.652010798E-01 1.428596973E-01
 9.648241401E-01 1.421885639E-01
 9.601759315E-01 1.342537552E-01
 9.597989917E-01 1.336097419E-01
 9.551507831E-01 1.260866523E-01
 9.547738433E-01 1.254764199E-01
 9.501256943E-01 1.182669550E-01
 9.497487545E-01 1.176819429E-01
 9.451005459E-01 1.106771082E-01
 9.447236061E-01 1.101090983E-01
 9.400754571E-01 1.033116505E-01
 9.396985173E-01 1.027596965E-01
 9.350503087E-01 9.630021453E-02
 9.346733689E-01 9.577614069E-02
 9.300251603E-01 8.939538896E-02
 9.296482205E-01 8.887758851E-02
 9.250000715E-01 8.257076889E-02
 9.246231318E-01 8.205928653E-02
 9.199749231E-01 7.615897804E-02
 9.195979834E-01 7.567954808E-02
 9.149497747E-01 6.986047328E-02
 9.145728350E-01 6.938823313E-02
 9.099246860E-01 6.374382973E-02
 9.095477462E-01 6.328557432E-02
 9.048995376E-01 5.792164803E-02
 9.045225978E-01 5.748577416E-02
 8.998744488E-01 5.213051289E-02
 8.994975090E-01 5.169618502E-02
 8.948493004E-01 4.653066397E-02
 8.944723606E-01 4.611075670E-02
 8.898241520E-01 4.109523445E-02
 8.894472122E-01 4.068859294E-02
 8.847990632E-01 3.562170640E-02
 8.844221234E-01 3.520964086E-02
 8.797739148E-01 3.039929457E-02
 8.793969750E-01 3.000916354E-02
 8.747488260E-01 2.527226880E-02
 8.743718863E-01 2.488695644E-02
 8.697236776E-01 2.014923096E-02
 8.693467379E-01 1.976487599E-02
 8.646985292E-01 1.527242176E-02
 8.643215895E-01 1.490720455E-02
 8.596734405E-01 1.045116223E-02
 8.592965007E-01 1.008969080E-02
 8.546482921E-01 5.673237145E-03
 8.542713523E-01 5.313754082E-03
 8.496231437E-01 1.140589477E-03
 8.492462039E-01 8.023047703E-04
 8.445980549E-01 -3.583276644E-03
 8.442211151E-01 -3.940161318E-03
 8.395729065E-01 -8.215482347E-03
 8.391959667E-01 -8.562263101E-03
 8.345478177E-01 -1.264198683E-02
 8.341708779E-01 -1.297402196E-02
 8.295226693E-01 -1.725772209E-02
 8.291457295E-01 -1.760532893E-02
 8.244975209E-01 -2.151213028E-02
 8.241205812E-01 -2.183053643E-02
 8.194724321E-01 -2.576151118E-02
 8.190954924E-01 -2.608046494E-02
 8.144472837E-01 -2.994142100E-02
 8.140703440E-01 -3.025494330E-02
 8.094221950E-01 -3.390673548E-02
 8.090452552E-01 -3.420323133E-02
 8.043970466E-01 -3.804830089E-02
 8.040201068E-01 -3.836030886E-02
 7.993718982E-01 -4.230782017E-02
 7.989949584E-01 -4.262961447E-02
 7.943468094E-01 -4.640056193E-02
 7.939698696E-01 -4.670661688E-02
 7.893216610E-01 -5.028785393E-02
 7.889447212E-01 -5.057958513E-02
 7.842965126E-01 -5.429743230E-02
 7.839195728E-01 -5.459886417E-02
 7.792714238E-01 -5.826746672E-02
 7.788944840E-01 -5.856686458E-02
 7.742462754E-01 -6.229870766E-02
 7.738693357E-01 -6.260082126E-02
 7.692211866E-01 -6.625770032E-02
 7.688442469E-01 -6.655611098E-02
 7.641960382E-01 -6.989762932E-02
 7.638190985E-01 -7.016851008E-02
 7.591708899E-01 -7.382445037E-02
 7.587939501E-01 -7.412156463E-02
 7.541458011E-01 -7.783538848E-02
 7.537688613E-01 -7.813785970E-02
 7.491206527E-01 -8.167555928E-02
 7.487437129E-01 -8.196261525E-02
 7.440955043E-01 -8.545213938E-02
 7.437185645E-01 -8.573627472E-02
 7.390704155E-01 -8.934113383E-02
 7.386934757E-01 -8.963302523E-02
 7.340452671E-01 -9.306031466E-02
 7.336683273E-01 -9.334017336E-02
 7.290201783E-01 -9.687723219E-02
 7.286432385E-01 -9.716395289E-02
 7.239950299E-01 -1.005698368E-01
 7.236180902E-01 -1.008469760E-01
 7.189698815E-01 -1.042271331E-01
 7.185929418E-01 -1.045022383E-01
 7.139447927E-01 -1.080031246E-01
 7.135678530E-01 -1.082872376E-01
 7.089196444E-01 -1.118841395E-01
 7.085427046E-01 -1.121779680E-01
 7.038945556E-01 -1.157829911E-01
 7.035176158E-01 -1.160743609E-01
 6.988694072E-01 -1.195963249E-01
 6.984924674E-01 -1.198829114E-01
 6.938442588E-01 -1.233649105E-01
 6.934673190E-01 -1.236482710E-01
 6.888191700E-01 -1.270027161E-01
 6.884422302E-01 -1.272747815E-01
 6.837940216E-01 -1.308113933E-01
 6.834170818E-01 -1.311002672E-01
 6.787688732E-01 -1.345312744E-01
 6.783919334E-01 -1.348088682E-01
 6.737437844E-01 -1.384386122E-01
 6.733668447E-01 -1.387340873E-01
 6.687186360E-01 -1.423768401E-01
 6.683416963E-01 -1.426734328E-01
 6.636935472E-01 -1.462203115E-01
 6.633166075E-01 -1.465069801E-01
 6.586683989E-01 -1.500906795E-01
 6.582914591E-01 -1.503836662E-01
 6.536432505E-01 -1.540552080E-01
 6.532663107E-01 -1.543531567E-01
 6.486181617E-01 -1.577818990E-01
 6.482412219E-01 -1.580601186E-01
 6.435930133E-01 -1.617560834E-01
 6.432160735E-01 -1.620579064E-01
 6.385678649E-01 -1.656607389E-01
 6.381909251E-01 -1.659521163E-01
 6.335427761E-01 -1.695554256E-01
 6.331658363E-01 -1.698488742E-01
 6.285176277E-01 -1.734753698E-01
 6.281406879E-01 -1.737705469E-01
 6.234925389E-01 -1.774841249E-01
 6.231155992E-01 -1.777847409E-01
 6.184673905E-01 -1.815070957E-01
 6.180904508E-01 -1.818109006E-01
 6.134422421E-01 -1.856105179E-01
 6.130653024E-01 -1.859191954E-01
 6.084171534E-01 -1.897314489E-01
 6.080402136E-01 -1.900408268E-01
 6.033920050E-01 -1.937345862E-01
 6.030150652E-01 -1.940362602E-01
 5.983669162E-01 -1.977831423E-01
 5.979899764E-01 -1.980863661E-01
 5.933417678E-01 -2.018121779E-01
 5.929648280E-01 -2.021147758E-01
 5.883166194E-01 -2.060894966E-01
 5.879396796E-01 -2.064139694E-01
 5.832915306E-01 -2.103728056E-01
 5.829145908E-01 -2.106933594E-01
 5.782663822E-01 -2.145527899E-01
 5.778894424E-01 -2.148662955E-01
 5.732412338E-01 -2.187977582E-01
 5.728642941E-01 -2.191185504E-01
 5.682161450E-01 -2.230577916E-01
 5.678392053E-01 -2.233768106E-01
 5.631909966E-01 -2.273592651E-01
 5.628140569E-01 -2.276814729E-01
 5.581659079E-01 -2.318866253E-01
 5.577889681E-01 -2.322303206E-01
 5.531407595E-01 -2.362612486E-01
 5.527638197E-01 -2.365881354E-01
 5.481156111E-01 -2.405742258E-01
 5.477386713E-01 -2.408965379E-01
 5.430905223E-01 -2.449814230E-01
 5.427135825E-01 -2.453153431E-01
 5.380653739E-01 -2.495630980E-01
 5.376884341E-01 -2.499082237E-01
 5.330402851E-01 -2.541944385E-01
 5.326633453E-01 -2.545412183E-01
 5.280151367E-01 -2.588377297E-01
 5.276381969E-01 -2.591871619E-01
 5.229899883E-01 -2.634295821E-01
 5.226130486E-01 -2.637756765E-01
 5.179648995E-01 -2.681690753E-01
 5.175879598E-01 -2.685250938E-01
 5.129397511E-01 -2.728951573E-01
 5.125628114E-01 -2.732484341E-01
 5.079146028E-01 -2.774247527E-01
 5.075376630E-01 -2.777663469E-01
 5.028895140E-01 -2.823438942E-01
 5.025125742E-01 -2.827158570E-01
 4.978643358E-01 -2.873675823E-01
 4.974874258E-01 -2.877443135E-01
 4.928392172E-01 -2.923679054E-01
 4.924623072E-01 -2.927427590E-01
 4.878140986E-01 -2.974195182E-01
 4.874371886E-01 -2.978014052E-01
 4.827889800E-01 -3.024591208E-01
 4.824120700E-01 -3.028376997E-01
