TITLE     = "Surface"
VARIABLES = "X"
"cp"
ZONE T="Slice: Y=0.178333"
 STRANDID=2, SOLUTIONTIME=664.516175
 4.807956517E-01 -3.498540521E-01
 4.773869216E-01 -3.535724878E-01
 4.757705033E-01 -3.554385602E-01
 4.723618031E-01 -3.593723178E-01
 4.707453847E-01 -3.611554205E-01
 4.673366845E-01 -3.649144471E-01
 4.657202661E-01 -3.667743504E-01
 4.623115659E-01 -3.706983328E-01
 4.606951475E-01 -3.726214767E-01
 4.572864175E-01 -3.766812384E-01
 4.556699991E-01 -3.785837591E-01
 4.522612989E-01 -3.825984001E-01
 4.506448805E-01 -3.846670985E-01
 4.472361803E-01 -3.890284002E-01
 4.456197619E-01 -3.909203410E-01
 4.422110617E-01 -3.949096501E-01
 4.405946434E-01 -3.969347477E-01
 4.371859431E-01 -4.012078643E-01
 4.355695248E-01 -4.031890929E-01
 4.321607947E-01 -4.073715806E-01
 4.305443764E-01 -4.093805552E-01
 4.271356761E-01 -4.136189520E-01
 4.255192578E-01 -4.157080948E-01
 4.221105576E-01 -4.201113880E-01
 4.204941392E-01 -4.221130908E-01
 4.170854390E-01 -4.263330400E-01
 4.154690206E-01 -4.284566343E-01
 4.120602906E-01 -4.329369962E-01
 4.104438722E-01 -4.351349771E-01
 4.070351720E-01 -4.397746623E-01
 4.054187536E-01 -4.419202805E-01
 4.020100534E-01 -4.464483857E-01
 4.003936350E-01 -4.485624731E-01
 3.969849348E-01 -4.530244172E-01
 3.953685164E-01 -4.552944601E-01
 3.919597864E-01 -4.600773752E-01
 3.903433681E-01 -4.621725678E-01
 3.869346678E-01 -4.665907025E-01
 3.853182495E-01 -4.687033296E-01
 3.819095492E-01 -4.731588364E-01
 3.802931309E-01 -4.756028652E-01
 3.768844306E-01 -4.807587266E-01
 3.752680123E-01 -4.831199646E-01
 3.718592823E-01 -4.881039262E-01
 3.702428639E-01 -4.903252721E-01
 3.668341637E-01 -4.950123727E-01
 3.652177453E-01 -4.971850514E-01
 3.618090451E-01 -5.017690063E-01
 3.601926267E-01 -5.043907166E-01
 3.567839265E-01 -5.099220872E-01
 3.551675081E-01 -5.124338865E-01
 3.517588079E-01 -5.177293420E-01
 3.501423895E-01 -5.202566385E-01
 3.467336595E-01 -5.255829692E-01
 3.451172411E-01 -5.280964375E-01
 3.417085409E-01 -5.333980322E-01
 3.400921226E-01 -5.356732011E-01
 3.366834223E-01 -5.404725671E-01
 3.350670040E-01 -5.428121686E-01
 3.316583037E-01 -5.477470756E-01
 3.300418854E-01 -5.505278111E-01
 3.266331553E-01 -5.563924909E-01
 3.250167370E-01 -5.591087341E-01
 3.216080368E-01 -5.648387671E-01
 3.199916184E-01 -5.675230026E-01
 3.165829182E-01 -5.731855035E-01
 3.149664998E-01 -5.758895278E-01
 3.115577996E-01 -5.815936923E-01
 3.099413812E-01 -5.843530297E-01
 3.065326512E-01 -5.901737213E-01
 3.049162328E-01 -5.928902030E-01
 3.015075326E-01 -5.986203551E-01
 2.998911142E-01 -6.013057232E-01
 2.964824140E-01 -6.069703698E-01
 2.948659956E-01 -6.096270084E-01
 2.914572954E-01 -6.152309775E-01
 2.898408771E-01 -6.179834604E-01
 2.864321470E-01 -6.237893105E-01
 2.848157287E-01 -6.266635656E-01
 2.814070284E-01 -6.327260733E-01
 2.797906101E-01 -6.355108023E-01
 2.763819098E-01 -6.413843632E-01
 2.747654915E-01 -6.440513134E-01
 2.713567913E-01 -6.496762633E-01
 2.697403729E-01 -6.513792276E-01
 2.663316727E-01 -6.549703479E-01
 2.647152543E-01 -6.587821245E-01
 2.613065243E-01 -6.668224335E-01
 2.596901059E-01 -6.725692153E-01
 2.562814057E-01 -6.846944690E-01
 2.546649873E-01 -6.871961355E-01
 2.512562871E-01 -6.924717426E-01
 2.496398687E-01 -6.951930523E-01
 2.462311536E-01 -7.009392977E-01
 2.446147352E-01 -7.030196786E-01
 2.412060350E-01 -7.074111104E-01
 2.395896167E-01 -7.113124132E-01
 2.361809015E-01 -7.195415497E-01
 2.345644832E-01 -7.250506878E-01
 2.311557829E-01 -7.366653085E-01
 2.295393646E-01 -7.391780019E-01
 2.261306494E-01 -7.444749475E-01
 2.245142311E-01 -7.484408617E-01
 2.211055309E-01 -7.568044662E-01
 2.194891125E-01 -7.614013553E-01
 2.160803974E-01 -7.711024880E-01
 2.144639790E-01 -7.731829882E-01
 2.110552788E-01 -7.775769234E-01
 2.094388604E-01 -7.815034389E-01
 2.060301453E-01 -7.897845507E-01
 2.044137269E-01 -7.949964404E-01
 2.010050267E-01 -8.059847355E-01
 1.993886083E-01 -8.101382256E-01
 1.959798932E-01 -8.188964128E-01
 1.943634748E-01 -8.233153224E-01
 1.909547746E-01 -8.326439857E-01
 1.893383563E-01 -8.368239999E-01
 1.859296411E-01 -8.456453681E-01
 1.843132228E-01 -8.499197960E-01
 1.809045225E-01 -8.589267731E-01
 1.792881042E-01 -8.634714484E-01
 1.758794039E-01 -8.730577230E-01
 1.742629856E-01 -8.788893223E-01
 1.708542705E-01 -8.911978602E-01
 1.692378521E-01 -8.948991299E-01
 1.658291519E-01 -9.026995897E-01
 1.642127335E-01 -9.069402218E-01
 1.608040184E-01 -9.158863425E-01
 1.591876000E-01 -9.231900573E-01
 1.557788998E-01 -9.386027455E-01
 1.541624814E-01 -9.441792369E-01
 1.507537663E-01 -9.559326172E-01
 1.491373479E-01 -9.603544474E-01
 1.457286477E-01 -9.696919322E-01
 1.441122293E-01 -9.757075310E-01
 1.407035142E-01 -9.883901477E-01
 1.390870959E-01 -9.949535131E-01
 1.356783956E-01 -1.008800745E+00
 1.340619773E-01 -1.015249729E+00
 1.306532621E-01 -1.028853297E+00
 1.290368438E-01 -1.034891486E+00
 1.256281435E-01 -1.047629476E+00
 1.240117326E-01 -1.053815842E+00
 1.206030175E-01 -1.066863537E+00
 1.189866066E-01 -1.074890137E+00
 1.155778915E-01 -1.091822028E+00
 1.139614806E-01 -1.100136876E+00
 1.105527654E-01 -1.117675066E+00
 1.089363545E-01 -1.125447631E+00
 1.055276394E-01 -1.141848087E+00
 1.039112285E-01 -1.150154591E+00
 1.005025133E-01 -1.167674541E+00
 9.888610244E-02 -1.175949335E+00
 9.547738731E-02 -1.193405747E+00
 9.386097640E-02 -1.201438308E+00
 9.045226127E-02 -1.218383670E+00
 8.883585036E-02 -1.229799628E+00
 8.542713523E-02 -1.253880978E+00
 8.381072432E-02 -1.263943911E+00
 8.040200919E-02 -1.285173416E+00
 7.878559828E-02 -1.295403242E+00
 7.537688315E-02 -1.316985369E+00
 7.376047224E-02 -1.330167651E+00
 7.035175711E-02 -1.357976317E+00
 6.873534620E-02 -1.371860743E+00
 6.532663107E-02 -1.401151538E+00
 6.371022016E-02 -1.415050149E+00
 6.030150875E-02 -1.444371581E+00
 5.868509412E-02 -1.459865689E+00
 5.527638271E-02 -1.492553473E+00
 5.365996808E-02 -1.509556413E+00
 5.025125667E-02 -1.545428157E+00
 4.863484204E-02 -1.565226078E+00
 4.522613063E-02 -1.606995344E+00
 4.360971600E-02 -1.628485322E+00
 4.020100459E-02 -1.673826337E+00
 3.858458996E-02 -1.694907904E+00
 3.517587855E-02 -1.739389539E+00
 3.355946392E-02 -1.764232039E+00
 3.015075438E-02 -1.816650867E+00
 2.853433974E-02 -1.849157691E+00
 2.512562834E-02 -1.917748213E+00
 2.350921370E-02 -1.948837280E+00
 2.010050230E-02 -2.014447212E+00
 1.848408766E-02 -2.044310570E+00
 1.507537719E-02 -2.107347250E+00
 1.345896348E-02 -2.138361692E+00
 1.005025115E-02 -2.203851461E+00
 8.433837444E-03 -2.042796850E+00
 5.025125574E-03 -1.703162551E+00
 3.408711636E-03 -1.225608349E+00
 0.000000000E+00 -2.182791382E-01
 3.408711636E-03 5.077259541E-01
 5.025125574E-03 8.518357277E-01
 8.433837444E-03 9.520927668E-01
 1.005025115E-02 9.995629787E-01
 1.345896348E-02 9.616764784E-01
 1.507537719E-02 9.436917305E-01
 1.848408766E-02 8.897890449E-01
 2.010050230E-02 8.642144799E-01
 2.350921370E-02 8.129172325E-01
 2.512562834E-02 7.885851264E-01
 2.853433974E-02 7.440854907E-01
 3.015075438E-02 7.229802608E-01
 3.355946392E-02 6.822334528E-01
 3.517587855E-02 6.629092693E-01
 3.858458996E-02 6.262057424E-01
 4.020100459E-02 6.087994576E-01
 4.360971600E-02 5.769301057E-01
 4.522613063E-02 5.618172884E-01
 4.863484204E-02 5.335133076E-01
 5.025125667E-02 5.200917125E-01
 5.365996808E-02 4.943082631E-01
 5.527638271E-02 4.820816219E-01
 5.868509412E-02 4.588039219E-01
 6.030150875E-02 4.477656782E-01
 6.371022016E-02 4.271409214E-01
 6.532663107E-02 4.173610508E-01
 6.873534620E-02 3.990716040E-01
 7.035175711E-02 3.903991878E-01
 7.376047224E-02 3.731189668E-01
 7.537688315E-02 3.649251163E-01
 7.878559828E-02 3.480744660E-01
 8.040200919E-02 3.400849998E-01
 8.381072432E-02 3.248023987E-01
 8.542713523E-02 3.175564110E-01
 8.883585036E-02 3.048834503E-01
 9.045226127E-02 2.988736629E-01
 9.386097640E-02 2.848757505E-01
 9.547738731E-02 2.782384157E-01
 9.888610244E-02 2.659026086E-01
 1.005025133E-01 2.600542903E-01
 1.039112285E-01 2.488705218E-01
 1.055276394E-01 2.435700297E-01
 1.089363545E-01 2.332564741E-01
 1.105527654E-01 2.283645719E-01
 1.139614806E-01 2.193073630E-01
 1.155778915E-01 2.150127143E-01
 1.189866066E-01 2.068011314E-01
 1.206030175E-01 2.029070705E-01
 1.240117326E-01 1.936266869E-01
 1.256281435E-01 1.892254949E-01
 1.290368438E-01 1.804692000E-01
 1.306532621E-01 1.763213724E-01
 1.340619773E-01 1.687142253E-01
 1.356783956E-01 1.651053131E-01
 1.390870959E-01 1.583095491E-01
 1.407035142E-01 1.550885141E-01
 1.441122293E-01 1.486244947E-01
 1.457286477E-01 1.455593258E-01
 1.491373479E-01 1.377250999E-01
 1.507537663E-01 1.340123862E-01
 1.541624814E-01 1.277546287E-01
 1.557788998E-01 1.247848794E-01
 1.591876000E-01 1.219354421E-01
 1.608040184E-01 1.205848008E-01
 1.642127335E-01 1.139873713E-01
 1.658291519E-01 1.108603030E-01
 1.692378521E-01 1.038149297E-01
 1.708542705E-01 1.004720628E-01
 1.742629856E-01 9.718881547E-02
 1.758794039E-01 9.563582391E-02
 1.792881042E-01 9.039473534E-02
 1.809045225E-01 8.790992945E-02
 1.843132228E-01 8.313069493E-02
 1.859296411E-01 8.086473495E-02
 1.893383563E-01 7.667768747E-02
 1.909547746E-01 7.469075918E-02
 1.943634748E-01 7.065923512E-02
 1.959798932E-01 6.875077635E-02
 1.993886083E-01 6.455341727E-02
 2.010050267E-01 6.256159395E-02
 2.044137269E-01 6.163728610E-02
 2.060301453E-01 6.119316071E-02
 2.094388604E-01 5.751018226E-02
 2.110552788E-01 5.576515198E-02
 2.144639790E-01 4.897887632E-02
 2.160803974E-01 4.576742649E-02
 2.194891125E-01 4.415393993E-02
 2.211055309E-01 4.339118302E-02
 2.245142311E-01 4.033140838E-02
 2.261306494E-01 3.887884691E-02
 2.295393646E-01 3.379435465E-02
 2.311557829E-01 3.138187155E-02
 2.345644832E-01 3.340969980E-02
 2.361809015E-01 3.436960652E-02
 2.395896167E-01 3.233496100E-02
 2.412060350E-01 3.136794642E-02
 2.446147352E-01 2.585287206E-02
 2.462311536E-01 2.323730104E-02
 2.496398687E-01 1.952867024E-02
 2.512562871E-01 1.777663641E-02
 2.546649873E-01 1.391126681E-02
 2.562814057E-01 1.208263636E-02
 2.596901059E-01 1.655545458E-02
 2.613065243E-01 1.867596060E-02
 2.647152543E-01 1.773030870E-02
 2.663316727E-01 1.728133112E-02
 2.697403729E-01 1.141200867E-02
 2.713567913E-01 8.628434502E-03
 2.747654915E-01 5.774213467E-03
 2.763819098E-01 4.420544486E-03
 2.797906101E-01 2.159975003E-03
 2.814070284E-01 1.087952172E-03
 2.848157287E-01 -6.923659239E-04
 2.864321470E-01 -1.536731608E-03
 2.898408771E-01 -3.445240436E-03
 2.914572954E-01 -4.350265954E-03
 2.948659956E-01 -6.363796070E-03
 2.964824140E-01 -7.318145130E-03
 2.998911142E-01 -9.054935537E-03
 3.015075326E-01 -9.878156707E-03
 3.049162328E-01 -1.137508079E-02
 3.065326512E-01 -1.208449621E-02
 3.099413812E-01 -1.336830575E-02
 3.115577996E-01 -1.397643704E-02
 3.149664998E-01 -1.516619697E-02
 3.165829182E-01 -1.572969928E-02
 3.199916184E-01 -1.676811464E-02
 3.216080368E-01 -1.726002805E-02
 3.250167370E-01 -1.814510487E-02
 3.266331553E-01 -1.856421866E-02
 3.300418854E-01 -1.935896464E-02
 3.316583037E-01 -1.973591186E-02
 3.350670040E-01 -2.153531834E-02
 3.366834223E-01 -2.239069901E-02
 3.400921226E-01 -2.388820983E-02
 3.417085409E-01 -2.459477820E-02
 3.451172411E-01 -2.519036829E-02
 3.467336595E-01 -2.547105402E-02
 3.501423895E-01 -2.590384148E-02
 3.517588079E-01 -2.610831708E-02
 3.551675081E-01 -2.653872781E-02
 3.567839265E-01 -2.674481273E-02
 3.601926267E-01 -2.692807652E-02
 3.618090451E-01 -2.701689303E-02
 3.652177453E-01 -2.848604321E-02
 3.668341637E-01 -2.918253466E-02
 3.702428639E-01 -2.992488816E-02
 3.718592823E-01 -3.027648665E-02
 3.752680123E-01 -3.045009077E-02
 3.768844306E-01 -3.053086251E-02
 3.802931309E-01 -3.079874068E-02
 3.819095492E-01 -3.092533164E-02
 3.853182495E-01 -3.217148036E-02
 3.869346678E-01 -3.276383504E-02
 3.903433681E-01 -3.332979605E-02
 3.919597864E-01 -3.359482810E-02
 3.953685164E-01 -3.384097293E-02
 3.969849348E-01 -3.395751864E-02
 4.003936350E-01 -3.486978263E-02
 4.020100534E-01 -3.530430421E-02
 4.054187536E-01 -3.533326462E-02
 4.070351720E-01 -3.534667939E-02
 4.104438722E-01 -3.528671712E-02
 4.120602906E-01 -3.525711969E-02
 4.154690206E-01 -3.584315628E-02
 4.170854390E-01 -3.612252325E-02
 4.204941392E-01 -3.631419316E-02
 4.221105576E-01 -3.640249744E-02
 4.255192578E-01 -3.637151048E-02
 4.271356761E-01 -3.635778651E-02
 4.305443764E-01 -3.674180061E-02
 4.321607947E-01 -3.692432493E-02
 4.355695248E-01 -3.693043068E-02
 4.371859431E-01 -3.693239018E-02
 4.405946434E-01 -3.713543341E-02
 4.422110617E-01 -3.723226860E-02
 4.456197619E-01 -3.757244721E-02
 4.472361803E-01 -3.773330525E-02
 4.506448805E-01 -3.733450174E-02
 4.522612989E-01 -3.714513406E-02
 4.556699991E-01 -3.731004894E-02
 4.572864175E-01 -3.738795221E-02
 4.606951475E-01 -3.718699515E-02
 4.623115659E-01 -3.709081933E-02
 4.657202661E-01 -3.735505044E-02
 4.673366845E-01 -3.748072311E-02
 4.707453847E-01 -3.749632463E-02
 4.723618031E-01 -3.750322759E-02
 4.757705033E-01 -3.743389994E-02
 4.773869216E-01 -3.740160540E-02
 4.807956517E-01 -3.750773892E-02
 4.824120700E-01 -3.755719215E-02
 4.858207703E-01 -3.766125441E-02
 4.874371886E-01 -3.771090508E-02
 4.908458889E-01 -3.729104251E-02
 4.924623072E-01 -3.708999231E-02
 4.958710074E-01 -3.702768683E-02
 4.974874258E-01 -3.699986637E-02
 5.008961558E-01 -3.662427515E-02
 5.025125742E-01 -3.644528240E-02
 5.059212446E-01 -3.628832847E-02
 5.075376630E-01 -3.621342033E-02
 5.109463930E-01 -3.636278212E-02
 5.125628114E-01 -3.643352538E-02
 5.159715414E-01 -3.615512326E-02
 5.175879598E-01 -3.602385893E-02
 5.209966302E-01 -3.581196815E-02
 5.226130486E-01 -3.571125865E-02
 5.260217786E-01 -3.553935513E-02
 5.276381969E-01 -3.545712680E-02
 5.310469270E-01 -3.506449610E-02
 5.326633453E-01 -3.487871960E-02
 5.360720158E-01 -3.458668292E-02
 5.376884341E-01 -3.444741666E-02
 5.410971642E-01 -3.421032429E-02
 5.427135825E-01 -3.409802541E-02
 5.461222529E-01 -3.379371390E-02
 5.477386713E-01 -3.364869952E-02
 5.511474013E-01 -3.337943181E-02
 5.527638197E-01 -3.325214982E-02
 5.561725497E-01 -3.294563666E-02
 5.577889681E-01 -3.280006349E-02
 5.611976385E-01 -3.225834295E-02
 5.628140569E-01 -3.199968114E-02
 5.662227869E-01 -3.164899349E-02
 5.678392053E-01 -3.148442134E-02
 5.712478757E-01 -3.129690886E-02
 5.728642941E-01 -3.120762110E-02
 5.762730241E-01 -3.087841161E-02
 5.778894424E-01 -3.072056361E-02
 5.812981725E-01 -3.018269502E-02
 5.829145908E-01 -2.992900461E-02
 5.863232613E-01 -2.950882167E-02
 5.879396796E-01 -2.930895612E-02
 5.913484097E-01 -2.877351083E-02
 5.929648280E-01 -2.851971239E-02
 5.963735580E-01 -2.807705291E-02
 5.979899764E-01 -2.786723524E-02
 6.013986468E-01 -2.760541253E-02
 6.030150652E-01 -2.748068236E-02
 6.064237952E-01 -2.720031142E-02
 6.080402136E-01 -2.706615999E-02
 6.114488840E-01 -2.627610974E-02
 6.130653024E-01 -2.590281330E-02
 6.164740324E-01 -2.532827295E-02
 6.180904508E-01 -2.505551092E-02
 6.214991808E-01 -2.455345169E-02
 6.231155992E-01 -2.431523986E-02
 6.265242696E-01 -2.381012589E-02
 6.281406879E-01 -2.357066981E-02
 6.315494180E-01 -2.302160859E-02
 6.331658363E-01 -2.276044711E-02
 6.365745068E-01 -2.212529816E-02
 6.381909251E-01 -2.182459086E-02
 6.415996552E-01 -2.140195481E-02
 6.432160735E-01 -2.120113745E-02
 6.466248035E-01 -2.049371973E-02
 6.482412219E-01 -2.015672438E-02
 6.516498923E-01 -1.972628757E-02
 6.532663107E-01 -1.952389814E-02
 6.566750407E-01 -1.876714826E-02
 6.582914591E-01 -1.840832457E-02
 6.617001891E-01 -1.779847406E-02
 6.633166075E-01 -1.750893146E-02
 6.667252779E-01 -1.685968973E-02
 6.683416963E-01 -1.655186340E-02
 6.717504263E-01 -1.576627977E-02
 6.733668447E-01 -1.539229788E-02
 6.767755151E-01 -1.457366627E-02
 6.783919334E-01 -1.418652292E-02
 6.818006635E-01 -1.360440161E-02
 6.834170818E-01 -1.332794409E-02
 6.868258119E-01 -1.261739247E-02
 6.884422302E-01 -1.228061039E-02
 6.918509007E-01 -1.165471226E-02
 6.934673190E-01 -1.135757565E-02
 6.968760490E-01 -1.062454004E-02
 6.984924674E-01 -1.027682144E-02
 7.019011974E-01 -9.409634396E-03
 7.035176158E-01 -8.998544887E-03
 7.069262862E-01 -8.160892874E-03
 7.085427046E-01 -7.763883099E-03
 7.119514346E-01 -7.039383054E-03
 7.135678530E-01 -6.695273332E-03
 7.169765234E-01 -5.838294048E-03
 7.185929418E-01 -5.431768019E-03
 7.220016718E-01 -4.752541892E-03
 7.236180902E-01 -4.429224413E-03
 7.270268202E-01 -3.649721388E-03
 7.286432385E-01 -3.281017067E-03
 7.320519090E-01 -2.341225045E-03
 7.336683273E-01 -1.895081718E-03
 7.370770574E-01 -1.048058621E-03
 7.386934757E-01 -6.462704623E-04
 7.421021461E-01 2.887797600E-04
 7.437185645E-01 7.312999223E-04
 7.471272945E-01 1.701506553E-03
 7.487437129E-01 2.163590398E-03
 7.521524429E-01 3.162475070E-03
